1.6492 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.8210 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.8214 	EXP 	Created Leftlabel_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Leftlabel_2', opacity=1.0, ori=0.0, pos=array([-0.4,  0. ]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.8217 	EXP 	Created Rightlabel_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Rightlabel_2', opacity=1.0, ori=0.0, pos=array([0.4, 0. ]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.8219 	EXP 	Created hintext_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1,  1, -1]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='hintext_2', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.8225 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1,  1, -1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.8342 	EXP 	Created text_11 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_11', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='您现在已经完成了上机部分的实验，\n\n请您休息一会儿，\n谢谢您的参与！', units='height', win=Window(...), wrapWidth=1)
10.8431 	EXP 	text: autoDraw = True
11.9684 	EXP 	Imported new_fulltext.xlsx as conditions, 8 conditions, 8 params
11.9688 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
11.9690 	EXP 	New trial (rep=0, index=0): {'back': '1-back', 'emotion': 'negative', 'plocation': 'practice_nag_1.xlsx', 'tlocation': 'nag_1.xlsx', 'Mtext': '1-back\n\n在本轮实验中，\n您需要牢牢记住当前的符号对的值，\n\n并判断是否与前一项相等。\n请按任意键以继续\n', 'Ftext': '1-back\n\n好了，准备开始正式测试了吗？\n如果你看到的符号对和前一项相匹配，\n请在3.5秒内按下 "K"键。\n\n否则请按"S"键。\n\n如果你准备好了，\n请按任何键开始实验。', 'hint': '你看到的符号对和前一项相匹配吗？\n\n如果是，请按"K"键，\n反之请按"S"键。', 'length': 21}
11.9892 	EXP 	text: autoDraw = False
11.9892 	EXP 	text_2: height = 0.05
11.9892 	EXP 	text_2: height = 0.05
11.9892 	EXP 	text_2: height = 0.05
11.9892 	EXP 	text_2: text = '1-back\n\n在本轮实验中，\n您需要牢牢记住当前的符号对的值，\n\n并判断是否与前一项相等。\n请按任意键以继续\n'
11.9892 	EXP 	text_2: autoDraw = True
11.9902 	DATA 	Keypress: space
12.1900 	EXP 	text_2: autoDraw = False
12.1900 	EXP 	Pre_instruction: autoDraw = True
12.1912 	DATA 	Keypress: space
13.2322 	EXP 	Imported practice_nag_1.xlsx as conditions, 8 conditions, 3 params
13.2325 	EXP 	Created sequence: sequential, trialTypes=8, nReps=1, seed=None
13.2326 	EXP 	New trial (rep=0, index=0): {'sign': '‡ ¥', 'corrAns': 'None', 'Pic': 'source/negative/3064.JPG'}
13.2739 	EXP 	Pre_instruction: autoDraw = False
13.2739 	EXP 	text_3: height = 0.05
13.2739 	EXP 	text_3: height = 0.05
13.2739 	EXP 	text_3: height = 0.05
13.2739 	EXP 	text_3: text = '‡ ¥'
13.2739 	EXP 	image: image = 'source/negative/3064.JPG'
13.2739 	EXP 	hintext: height = 0.04
13.2739 	EXP 	hintext: height = 0.04
13.2739 	EXP 	hintext: height = 0.04
13.2739 	EXP 	hintext: text = '你看到的符号对和前一项相匹配吗？\n\n如果是，请按"K"键，\n反之请按"S"键。'
13.2739 	EXP 	Leftlabel: height = 0.05
13.2739 	EXP 	Leftlabel: height = 0.05
13.2739 	EXP 	Leftlabel: height = 0.05
13.2739 	EXP 	Leftlabel: text = 'No'
13.2739 	EXP 	Rightlabel: height = 0.05
13.2739 	EXP 	Rightlabel: height = 0.05
13.2739 	EXP 	Rightlabel: height = 0.05
13.2739 	EXP 	Rightlabel: text = 'Yes'
13.2739 	EXP 	text_3: autoDraw = True
13.2739 	EXP 	hintext: autoDraw = True
13.2739 	EXP 	hintext: autoDraw = False
13.2739 	EXP 	Leftlabel: autoDraw = True
13.2739 	EXP 	Leftlabel: autoDraw = False
13.2739 	EXP 	Rightlabel: autoDraw = True
13.2739 	EXP 	Rightlabel: autoDraw = False
13.2749 	DATA 	Keypress: space
13.7594 	EXP 	image: autoDraw = True
13.7781 	EXP 	text_3: autoDraw = False
16.7555 	EXP 	New trial (rep=0, index=1): {'sign': '§ ‡', 'corrAns': 's', 'Pic': 'source/negative/9230.JPG'}
16.7833 	EXP 	image: autoDraw = False
16.7833 	EXP 	text_3: autoDraw = False
16.7833 	EXP 	image: autoDraw = False
16.7833 	EXP 	hintext: autoDraw = False
16.7833 	EXP 	Leftlabel: autoDraw = False
16.7833 	EXP 	Rightlabel: autoDraw = False
16.7833 	EXP 	feedback_01: foreColor = <psychopy.colors.Color: none, alpha=0.0>
16.7833 	EXP 	feedback_01: text = ''
16.7833 	EXP 	feedback_01: autoDraw = True
16.7833 	EXP 	feedback_01: autoDraw = False
16.7833 	EXP 	feedback_01: autoDraw = False
16.7833 	EXP 	text_3: height = 0.05
16.7833 	EXP 	text_3: height = 0.05
16.7833 	EXP 	text_3: height = 0.05
16.7833 	EXP 	text_3: text = '§ ‡'
16.7833 	EXP 	image: image = 'source/negative/9230.JPG'
16.7833 	EXP 	hintext: text = '你看到的符号对和前一项相匹配吗？\n\n如果是，请按"K"键，\n反之请按"S"键。'
16.7833 	EXP 	Leftlabel: text = 'No'
16.7833 	EXP 	Rightlabel: text = 'Yes'
16.7833 	EXP 	text_3: autoDraw = True
16.7833 	EXP 	hintext: autoDraw = True
16.7833 	EXP 	Leftlabel: autoDraw = True
16.7833 	EXP 	Rightlabel: autoDraw = True
17.2572 	EXP 	image: autoDraw = True
17.2877 	EXP 	text_3: autoDraw = False
17.8437 	EXP 	text_3: autoDraw = False
17.8437 	EXP 	image: autoDraw = False
17.8437 	EXP 	hintext: autoDraw = False
17.8437 	EXP 	Leftlabel: autoDraw = False
17.8437 	EXP 	Rightlabel: autoDraw = False
17.8437 	EXP 	feedback_01: foreColor = <psychopy.colors.Color: green, alpha=1.0>
17.8437 	EXP 	feedback_01: height = 0.1
17.8437 	EXP 	feedback_01: height = 0.1
17.8437 	EXP 	feedback_01: height = 0.1
17.8437 	EXP 	feedback_01: text = 'Correct! RT=1.036s'
17.8437 	EXP 	feedback_01: autoDraw = True
17.8444 	DATA 	Keypress: s
18.8393 	EXP 	New trial (rep=0, index=2): {'sign': '§ ‡', 'corrAns': 'k', 'Pic': 'source/negative/9800.JPG'}
18.8626 	EXP 	feedback_01: autoDraw = False
18.8626 	EXP 	feedback_01: autoDraw = False
18.8626 	EXP 	text_3: text = '§ ‡'
18.8626 	EXP 	image: image = 'source/negative/9800.JPG'
18.8626 	EXP 	hintext: text = '你看到的符号对和前一项相匹配吗？\n\n如果是，请按"K"键，\n反之请按"S"键。'
18.8626 	EXP 	Leftlabel: text = 'No'
18.8626 	EXP 	Rightlabel: text = 'Yes'
18.8626 	EXP 	text_3: autoDraw = True
18.8626 	EXP 	hintext: autoDraw = True
18.8626 	EXP 	Leftlabel: autoDraw = True
18.8626 	EXP 	Rightlabel: autoDraw = True
19.3422 	EXP 	image: autoDraw = True
19.3661 	EXP 	text_3: autoDraw = False
19.6983 	EXP 	text_3: autoDraw = False
19.6983 	EXP 	image: autoDraw = False
19.6983 	EXP 	hintext: autoDraw = False
19.6983 	EXP 	Leftlabel: autoDraw = False
19.6983 	EXP 	Rightlabel: autoDraw = False
19.6983 	EXP 	feedback_01: foreColor = <psychopy.colors.Color: green, alpha=1.0>
19.6983 	EXP 	feedback_01: height = 0.1
19.6983 	EXP 	feedback_01: height = 0.1
19.6983 	EXP 	feedback_01: height = 0.1
19.6983 	EXP 	feedback_01: text = 'Correct! RT=0.820s'
19.6983 	EXP 	feedback_01: autoDraw = True
19.6992 	DATA 	Keypress: k
20.6942 	EXP 	New trial (rep=0, index=3): {'sign': '§ £', 'corrAns': 's', 'Pic': 'source/negative/1201.JPG'}
20.7111 	EXP 	feedback_01: autoDraw = False
20.7111 	EXP 	feedback_01: autoDraw = False
20.7111 	EXP 	text_3: height = 0.05
20.7111 	EXP 	text_3: height = 0.05
20.7111 	EXP 	text_3: height = 0.05
20.7111 	EXP 	text_3: text = '§ £'
20.7111 	EXP 	image: image = 'source/negative/1201.JPG'
20.7111 	EXP 	hintext: text = '你看到的符号对和前一项相匹配吗？\n\n如果是，请按"K"键，\n反之请按"S"键。'
20.7111 	EXP 	Leftlabel: text = 'No'
20.7111 	EXP 	Rightlabel: text = 'Yes'
20.7111 	EXP 	text_3: autoDraw = True
20.7111 	EXP 	hintext: autoDraw = True
20.7111 	EXP 	Leftlabel: autoDraw = True
20.7111 	EXP 	Rightlabel: autoDraw = True
21.1965 	EXP 	image: autoDraw = True
21.2150 	EXP 	text_3: autoDraw = False
21.3112 	EXP 	text_3: autoDraw = False
21.3112 	EXP 	image: autoDraw = False
21.3112 	EXP 	hintext: autoDraw = False
21.3112 	EXP 	Leftlabel: autoDraw = False
21.3112 	EXP 	Rightlabel: autoDraw = False
21.3112 	EXP 	feedback_01: foreColor = <psychopy.colors.Color: green, alpha=1.0>
21.3112 	EXP 	feedback_01: height = 0.1
21.3112 	EXP 	feedback_01: height = 0.1
21.3112 	EXP 	feedback_01: height = 0.1
21.3112 	EXP 	feedback_01: text = 'Correct! RT=0.588s'
21.3112 	EXP 	feedback_01: autoDraw = True
21.3123 	DATA 	Keypress: s
22.3064 	EXP 	New trial (rep=0, index=4): {'sign': '‡ ¥', 'corrAns': 's', 'Pic': 'source/negative/6821.JPG'}
22.3231 	EXP 	feedback_01: autoDraw = False
22.3231 	EXP 	feedback_01: autoDraw = False
22.3231 	EXP 	text_3: height = 0.05
22.3231 	EXP 	text_3: height = 0.05
22.3231 	EXP 	text_3: height = 0.05
22.3231 	EXP 	text_3: text = '‡ ¥'
22.3231 	EXP 	image: image = 'source/negative/6821.JPG'
22.3231 	EXP 	hintext: text = '你看到的符号对和前一项相匹配吗？\n\n如果是，请按"K"键，\n反之请按"S"键。'
22.3231 	EXP 	Leftlabel: text = 'No'
22.3231 	EXP 	Rightlabel: text = 'Yes'
22.3231 	EXP 	text_3: autoDraw = True
22.3231 	EXP 	hintext: autoDraw = True
22.3231 	EXP 	Leftlabel: autoDraw = True
22.3231 	EXP 	Rightlabel: autoDraw = True
22.8084 	EXP 	image: autoDraw = True
22.8265 	EXP 	text_3: autoDraw = False
23.0865 	EXP 	text_3: autoDraw = False
23.0865 	EXP 	image: autoDraw = False
23.0865 	EXP 	hintext: autoDraw = False
23.0865 	EXP 	Leftlabel: autoDraw = False
23.0865 	EXP 	Rightlabel: autoDraw = False
23.0865 	EXP 	feedback_01: foreColor = <psychopy.colors.Color: green, alpha=1.0>
23.0865 	EXP 	feedback_01: height = 0.1
23.0865 	EXP 	feedback_01: height = 0.1
23.0865 	EXP 	feedback_01: height = 0.1
23.0865 	EXP 	feedback_01: text = 'Correct! RT=0.752s'
23.0865 	EXP 	feedback_01: autoDraw = True
23.0874 	DATA 	Keypress: s
24.0816 	EXP 	New trial (rep=0, index=5): {'sign': '¥ £', 'corrAns': 's', 'Pic': 'source/negative/1090.JPG'}
24.1048 	EXP 	feedback_01: autoDraw = False
24.1048 	EXP 	feedback_01: autoDraw = False
24.1048 	EXP 	text_3: height = 0.05
24.1048 	EXP 	text_3: height = 0.05
24.1048 	EXP 	text_3: height = 0.05
24.1048 	EXP 	text_3: text = '¥ £'
24.1048 	EXP 	image: image = 'source/negative/1090.JPG'
24.1048 	EXP 	hintext: text = '你看到的符号对和前一项相匹配吗？\n\n如果是，请按"K"键，\n反之请按"S"键。'
24.1048 	EXP 	Leftlabel: text = 'No'
24.1048 	EXP 	Rightlabel: text = 'Yes'
24.1048 	EXP 	text_3: autoDraw = True
24.1048 	EXP 	hintext: autoDraw = True
24.1048 	EXP 	Leftlabel: autoDraw = True
24.1048 	EXP 	Rightlabel: autoDraw = True
24.5841 	EXP 	image: autoDraw = True
24.6084 	EXP 	text_3: autoDraw = False
24.8382 	EXP 	text_3: autoDraw = False
24.8382 	EXP 	image: autoDraw = False
24.8382 	EXP 	hintext: autoDraw = False
24.8382 	EXP 	Leftlabel: autoDraw = False
24.8382 	EXP 	Rightlabel: autoDraw = False
24.8382 	EXP 	feedback_01: foreColor = <psychopy.colors.Color: green, alpha=1.0>
24.8382 	EXP 	feedback_01: height = 0.1
24.8382 	EXP 	feedback_01: height = 0.1
24.8382 	EXP 	feedback_01: height = 0.1
24.8382 	EXP 	feedback_01: text = 'Correct! RT=0.721s'
24.8382 	EXP 	feedback_01: autoDraw = True
24.8391 	DATA 	Keypress: s
25.8329 	EXP 	New trial (rep=0, index=6): {'sign': '¥ £', 'corrAns': 'k', 'Pic': 'source/negative/9250.JPG'}
25.8562 	EXP 	feedback_01: autoDraw = False
25.8562 	EXP 	feedback_01: autoDraw = False
25.8562 	EXP 	text_3: text = '¥ £'
25.8562 	EXP 	image: image = 'source/negative/9250.JPG'
25.8562 	EXP 	hintext: text = '你看到的符号对和前一项相匹配吗？\n\n如果是，请按"K"键，\n反之请按"S"键。'
25.8562 	EXP 	Leftlabel: text = 'No'
25.8562 	EXP 	Rightlabel: text = 'Yes'
25.8562 	EXP 	text_3: autoDraw = True
25.8562 	EXP 	hintext: autoDraw = True
25.8562 	EXP 	Leftlabel: autoDraw = True
25.8562 	EXP 	Rightlabel: autoDraw = True
26.3359 	EXP 	image: autoDraw = True
26.3598 	EXP 	text_3: autoDraw = False
26.8260 	EXP 	text_3: autoDraw = False
26.8260 	EXP 	image: autoDraw = False
26.8260 	EXP 	hintext: autoDraw = False
26.8260 	EXP 	Leftlabel: autoDraw = False
26.8260 	EXP 	Rightlabel: autoDraw = False
26.8260 	EXP 	feedback_01: foreColor = <psychopy.colors.Color: green, alpha=1.0>
26.8260 	EXP 	feedback_01: height = 0.1
26.8260 	EXP 	feedback_01: height = 0.1
26.8260 	EXP 	feedback_01: height = 0.1
26.8260 	EXP 	feedback_01: text = 'Correct! RT=0.957s'
26.8260 	EXP 	feedback_01: autoDraw = True
26.8270 	DATA 	Keypress: k
27.8210 	EXP 	New trial (rep=0, index=7): {'sign': '¥ £', 'corrAns': 'k', 'Pic': 'source/negative/6300.JPG'}
27.8318 	EXP 	feedback_01: autoDraw = False
27.8318 	EXP 	feedback_01: autoDraw = False
27.8318 	EXP 	text_3: text = '¥ £'
27.8318 	EXP 	image: image = 'source/negative/6300.JPG'
27.8318 	EXP 	hintext: text = '你看到的符号对和前一项相匹配吗？\n\n如果是，请按"K"键，\n反之请按"S"键。'
27.8318 	EXP 	Leftlabel: text = 'No'
27.8318 	EXP 	Rightlabel: text = 'Yes'
27.8318 	EXP 	text_3: autoDraw = True
27.8318 	EXP 	hintext: autoDraw = True
27.8318 	EXP 	Leftlabel: autoDraw = True
27.8318 	EXP 	Rightlabel: autoDraw = True
28.3236 	EXP 	image: autoDraw = True
28.3355 	EXP 	text_3: autoDraw = False
28.6011 	EXP 	text_3: autoDraw = False
28.6011 	EXP 	image: autoDraw = False
28.6011 	EXP 	hintext: autoDraw = False
28.6011 	EXP 	Leftlabel: autoDraw = False
28.6011 	EXP 	Rightlabel: autoDraw = False
28.6011 	EXP 	feedback_01: foreColor = <psychopy.colors.Color: red, alpha=1.0>
28.6011 	EXP 	feedback_01: height = 0.1
28.6011 	EXP 	feedback_01: height = 0.1
28.6011 	EXP 	feedback_01: height = 0.1
28.6011 	EXP 	feedback_01: text = 'Oops! That was wrong\nX'
28.6011 	EXP 	feedback_01: autoDraw = True
28.6019 	DATA 	Keypress: s
29.6192 	EXP 	feedback_01: autoDraw = False
29.6192 	EXP 	feedback_01: autoDraw = False
29.6192 	EXP 	text_4: height = 0.05
29.6192 	EXP 	text_4: height = 0.05
29.6192 	EXP 	text_4: height = 0.05
29.6192 	EXP 	text_4: text = '1-back\n\n好了，准备开始正式测试了吗？\n如果你看到的符号对和前一项相匹配，\n请在3.5秒内按下 "K"键。\n\n否则请按"S"键。\n\n如果你准备好了，\n请按任何键开始实验。'
29.6192 	EXP 	text_4: autoDraw = True
30.3548 	EXP 	Imported nag_1.xlsx as conditions, 21 conditions, 3 params
30.3551 	EXP 	Created sequence: sequential, trialTypes=21, nReps=1, seed=None
30.3552 	EXP 	New trial (rep=0, index=0): {'sign': '§ £', 'corrAns': 'None', 'Pic': 'source/negative/9592.JPG'}
30.3949 	EXP 	text_4: autoDraw = False
30.3949 	EXP 	text_6: height = 0.05
30.3949 	EXP 	text_6: height = 0.05
30.3949 	EXP 	text_6: height = 0.05
30.3949 	EXP 	text_6: text = '§ £'
30.3949 	EXP 	image_2: image = 'source/negative/9592.JPG'
30.3949 	EXP 	Leftlabel_2: height = 0.05
30.3949 	EXP 	Leftlabel_2: height = 0.05
30.3949 	EXP 	Leftlabel_2: height = 0.05
30.3949 	EXP 	Leftlabel_2: text = 'No'
30.3949 	EXP 	Rightlabel_2: height = 0.05
30.3949 	EXP 	Rightlabel_2: height = 0.05
30.3949 	EXP 	Rightlabel_2: height = 0.05
30.3949 	EXP 	Rightlabel_2: text = 'Yes'
30.3949 	EXP 	hintext_2: height = 0.04
30.3949 	EXP 	hintext_2: height = 0.04
30.3949 	EXP 	hintext_2: height = 0.04
30.3949 	EXP 	hintext_2: text = '你看到的符号对和前一项相匹配吗？\n\n如果是，请按"K"键，\n反之请按"S"键。'
30.3949 	EXP 	text_6: autoDraw = True
30.3949 	EXP 	Leftlabel_2: autoDraw = True
30.3949 	EXP 	Leftlabel_2: autoDraw = False
30.3949 	EXP 	Rightlabel_2: autoDraw = True
30.3949 	EXP 	Rightlabel_2: autoDraw = False
30.3949 	EXP 	hintext_2: autoDraw = True
